date_start,date_stop,campaign_name,adset_name,ad_name,cpm,impressions,reach,video_play_actions,video_views_3_Sec,video_p95_watched_actions,video_avg_time_watched_actions,clicks,link_clicks,ctr,outbound_clicks_ctr,view_content,Add_to_cart,initiate_checkout,purchase,cpc,link_click_cost,view_content_cost,add_to_cart_cost,purchase_cost,spend,ROAS,conversion_value,age,gender,frequency
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo retargeting 1 Serum,21.25,8,7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,18-24,female,1.142857
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo retargeting 1 Serum,10,2,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,18-24,male,1
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo retargeting 1 Serum,22.380952,42,35,37,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0,25-34,female,1.2
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo retargeting 1 Serum,18.333333,6,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,25-34,male,1.2
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo retargeting 1 Serum,29.423077,52,43,49,7,5,5,1,0,1.923077,0,0,0,0,0,1.53,0,0,0,0,1.53,0,0,35-44,female,1.209302
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo retargeting 1 Serum,50,5,5,5,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,35-44,male,1
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo retargeting 1 Serum,32,15,13,13,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,45-54,female,1.153846
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo retargeting 1 Serum,62.5,4,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,45-54,male,1
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo retargeting 1 Serum,15,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,55-64,female,1
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo retargeting 1 Serum,13.333333,3,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,65+,female,1
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 7 Serum,25.829911,442,400,390,73,13,3,12,4,2.714932,0.904977,5,0,0,0,0.951402,2.854205,2.283364,0,0,11.416821,0,0,18-24,female,1.105
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 7 Serum,26.191987,90,90,76,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.357279,0,0,18-24,male,1
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 7 Serum,382.058957,4,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.528236,0,0,18-24,unknown,1
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 7 Serum,20.001811,4016,3498,3667,870,147,4,100,29,2.49004,0.722112,26,7,7,1,0.803273,2.769906,3.08951,11.475325,80.327272,80.327272,8.066999,648,25-34,female,1.148085
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 7 Serum,26.258032,326,260,281,63,16,4,12,2,3.680982,0.613497,1,0,0,0,0.713343,4.280059,8.560118,0,0,8.560118,0,0,25-34,male,1.253846
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 7 Serum,30.44105,21,21,18,8,1,6,4,2,19.047619,9.52381,0,0,0,0,0.159816,0.319631,0,0,0,0.639262,0,0,25-34,unknown,1
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 7 Serum,23.527959,7139,6125,6645,1843,304,4,242,85,3.389831,1.190643,70,7,7,2,0.694075,1.976072,2.399516,23.995158,83.983051,167.966103,6.53108,1097,35-44,female,1.165551
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 7 Serum,33.836122,689,604,620,127,22,3,8,5,1.161103,0.725689,3,1,1,0,2.914136,4.662618,7.771029,23.313088,0,23.313088,0,0,35-44,male,1.140728
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 7 Serum,40.861921,33,28,28,9,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.348443,0,0,35-44,unknown,1.178571
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 7 Serum,34.460898,2944,2551,2735,960,165,6,133,54,4.517663,1.800272,39,3,3,1,0.762804,1.878757,2.601356,33.817628,101.452884,101.452884,6.889898,699,45-54,female,1.154057
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 7 Serum,54.159701,405,292,365,84,14,7,7,3,1.728395,0.740741,3,0,0,0,3.133526,7.31156,7.31156,0,0,21.934679,0,0,45-54,male,1.386986
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 7 Serum,16.855542,16,8,15,8,2,7,1,0,6.25,0,1,0,0,0,0.269689,0,0.269689,0,0,0.269689,0,0,45-54,unknown,2
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 7 Serum,58.336477,733,684,686,279,51,7,51,30,6.957708,4.092769,29,2,2,1,0.838444,1.425355,1.474505,21.380319,42.760638,42.760638,10.500311,449,55-64,female,1.071637
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 7 Serum,87.847308,117,117,107,40,5,6,6,4,5.128205,3.418803,4,1,1,1,1.713023,2.569534,2.569534,10.278135,10.278135,10.278135,63.046457,648,55-64,male,1
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 7 Serum,31.213967,8,8,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249712,0,0,55-64,unknown,1
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 7 Serum,54.749085,293,244,272,121,21,7,16,6,5.460751,2.047782,8,1,1,0,1.002593,2.67358,2.005185,16.041482,0,16.041482,0,0,65+,female,1.20082
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 7 Serum,46.295763,63,63,52,14,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.916633,0,0,65+,male,1
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 7 Serum,68.254541,6,4,5,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409527,0,0,65+,unknown,1.5
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 5 Serum,38.333333,6,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,18-24,female,1.2
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 5 Serum,25,14,11,12,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,25-34,female,1.272727
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 5 Serum,15,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,25-34,male,1
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 5 Serum,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25-34,unknown,0
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 5 Serum,38.125,32,26,28,11,3,6,2,1,6.25,3.125,1,0,0,0,0.61,1.22,1.22,0,0,1.22,0,0,35-44,female,1.230769
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 5 Serum,30,5,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,35-44,male,1.25
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 5 Serum,74.666667,15,14,13,3,0,2,1,1,6.666667,6.666667,0,0,0,0,1.12,1.12,0,0,0,1.12,0,0,45-54,female,1.071429
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 5 Serum,28.75,8,6,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,45-54,male,1.333333
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 5 Serum,75,6,6,6,2,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,55-64,female,1
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 5 Serum,40,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,55-64,male,1
2024-08-06,2024-08-06,AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 5 Serum,170,1,1,1,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,65+,female,1
