campaign_name,adset_name,ad_name,cpm,impressions,reach,video_play_actions,video_p95_watched_actions,video_avg_time_watched_actions,clicks,ctr,actions,cost_per_action_type,spend,frequency,date_start,date_stop,age,gender,account_id,outbound_clicks_ctr,cpc,action_values,purchase_roas,link_clicks,view_content,video_views_3_Sec,Add_to_cart,initiate_checkout,purchase,link_click_cost,view_content_cost,add_to_cart_cost,purchase_cost,conversion_value,ROAS
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo 3 pestañas,20,1,1,0,0,0,0,0,,,0.02,1,2024-08-06,2024-08-06,45-54,male,382451670462161,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo 3 pestañas,60,3,3,3,0,1,0,0,,,0.18,1,2024-08-06,2024-08-06,55-64,female,382451670462161,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo 3 pestañas,20,1,1,1,0,3,0,0,,,0.02,1,2024-08-06,2024-08-06,65+,female,382451670462161,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo 6 pestañas,11.795305,53,48,29,0,1,0,0,"[{'action_type': 'page_engagement', 'value': '6'}, {'action_type': 'post_engagement', 'value': '6'}, {'action_type': 'video_view', 'value': '6'}]","[{'action_type': 'page_engagement', 'value': '0.104192'}, {'action_type': 'post_engagement', 'value': '0.104192'}, {'action_type': 'video_view', 'value': '0.104192'}]",0.625151,1.104167,2024-08-06,2024-08-06,18-24,female,382451670462161,0,,,,0,0,6,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo 6 pestañas,34.641492,167,151,118,6,4,5,2.994012,"[{'action_type': 'onsite_web_app_view_content', 'value': '1'}, {'action_type': 'landing_page_view', 'value': '1'}, {'action_type': 'page_engagement', 'value': '27'}, {'action_type': 'post_engagement', 'value': '27'}, {'action_type': 'view_content', 'value': '1'}, {'action_type': 'onsite_web_view_content', 'value': '1'}, {'action_type': 'video_view', 'value': '24'}, {'action_type': 'omni_view_content', 'value': '1'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '1'}, {'action_type': 'link_click', 'value': '3'}]","[{'action_type': 'omni_view_content', 'value': '5.785129'}, {'action_type': 'link_click', 'value': '1.928376'}, {'action_type': 'page_engagement', 'value': '0.214264'}, {'action_type': 'post_engagement', 'value': '0.214264'}, {'action_type': 'view_content', 'value': '5.785129'}, {'action_type': 'landing_page_view', 'value': '5.785129'}, {'action_type': 'video_view', 'value': '0.241047'}, {'action_type': 'onsite_web_app_view_content', 'value': '5.785129'}, {'action_type': 'onsite_web_view_content', 'value': '5.785129'}]",5.785129,1.10596,2024-08-06,2024-08-06,25-34,female,382451670462161,1.796407,1.157026,"[{'action_type': 'view_content', 'value': '449'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '449'}, {'action_type': 'omni_view_content', 'value': '449'}, {'action_type': 'onsite_web_app_view_content', 'value': '449'}, {'action_type': 'onsite_web_view_content', 'value': '449'}]",,3,1,24,0,0,0,1.928376,5.785129,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo 6 pestañas,13.230713,3,3,3,0,1,1,33.333333,,,0.039692,1,2024-08-06,2024-08-06,25-34,male,382451670462161,0,0.039692,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo 6 pestañas,36.645998,215,191,180,7,5,8,3.72093,"[{'action_type': 'onsite_web_app_view_content', 'value': '4'}, {'action_type': 'landing_page_view', 'value': '4'}, {'action_type': 'page_engagement', 'value': '54'}, {'action_type': 'post_engagement', 'value': '54'}, {'action_type': 'view_content', 'value': '4'}, {'action_type': 'onsite_web_view_content', 'value': '4'}, {'action_type': 'video_view', 'value': '47'}, {'action_type': 'omni_view_content', 'value': '4'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '4'}, {'action_type': 'post_reaction', 'value': '2'}, {'action_type': 'link_click', 'value': '5'}]","[{'action_type': 'omni_view_content', 'value': '1.969722'}, {'action_type': 'link_click', 'value': '1.575778'}, {'action_type': 'page_engagement', 'value': '0.145905'}, {'action_type': 'post_engagement', 'value': '0.145905'}, {'action_type': 'view_content', 'value': '1.969722'}, {'action_type': 'landing_page_view', 'value': '1.969722'}, {'action_type': 'video_view', 'value': '0.167636'}, {'action_type': 'onsite_web_app_view_content', 'value': '1.969722'}, {'action_type': 'onsite_web_view_content', 'value': '1.969722'}]",7.87889,1.125654,2024-08-06,2024-08-06,35-44,female,382451670462161,2.325581,0.984861,"[{'action_type': 'view_content', 'value': '1796'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '1796'}, {'action_type': 'omni_view_content', 'value': '1796'}, {'action_type': 'onsite_web_app_view_content', 'value': '1796'}, {'action_type': 'onsite_web_view_content', 'value': '1796'}]",,5,4,47,0,0,0,1.575778,1.969722,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo 6 pestañas,47.630566,5,3,4,0,3,1,20,"[{'action_type': 'page_engagement', 'value': '2'}, {'action_type': 'post_engagement', 'value': '2'}, {'action_type': 'video_view', 'value': '1'}, {'action_type': 'link_click', 'value': '1'}]","[{'action_type': 'link_click', 'value': '0.238153'}, {'action_type': 'page_engagement', 'value': '0.119076'}, {'action_type': 'post_engagement', 'value': '0.119076'}, {'action_type': 'video_view', 'value': '0.238153'}]",0.238153,1.666667,2024-08-06,2024-08-06,35-44,male,382451670462161,20,0.238153,,,1,0,1,0,0,0,0.238153,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo 6 pestañas,0,1,1,1,0,2,0,0,,,0,1,2024-08-06,2024-08-06,35-44,unknown,382451670462161,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo 6 pestañas,57.333089,162,147,148,13,11,8,4.938272,"[{'action_type': 'onsite_web_app_view_content', 'value': '2'}, {'action_type': 'landing_page_view', 'value': '2'}, {'action_type': 'comment', 'value': '2'}, {'action_type': 'page_engagement', 'value': '51'}, {'action_type': 'post_engagement', 'value': '51'}, {'action_type': 'view_content', 'value': '2'}, {'action_type': 'onsite_web_view_content', 'value': '2'}, {'action_type': 'video_view', 'value': '47'}, {'action_type': 'omni_view_content', 'value': '2'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '2'}, {'action_type': 'link_click', 'value': '2'}]","[{'action_type': 'omni_view_content', 'value': '4.64398'}, {'action_type': 'link_click', 'value': '4.64398'}, {'action_type': 'page_engagement', 'value': '0.182117'}, {'action_type': 'post_engagement', 'value': '0.182117'}, {'action_type': 'view_content', 'value': '4.64398'}, {'action_type': 'landing_page_view', 'value': '4.64398'}, {'action_type': 'video_view', 'value': '0.197616'}, {'action_type': 'onsite_web_app_view_content', 'value': '4.64398'}, {'action_type': 'onsite_web_view_content', 'value': '4.64398'}]",9.28796,1.102041,2024-08-06,2024-08-06,45-54,female,382451670462161,1.234568,1.160995,"[{'action_type': 'view_content', 'value': '898'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '898'}, {'action_type': 'omni_view_content', 'value': '898'}, {'action_type': 'onsite_web_app_view_content', 'value': '898'}, {'action_type': 'onsite_web_view_content', 'value': '898'}]",,2,2,47,0,0,0,4.64398,4.64398,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo 6 pestañas,15.876855,5,3,4,0,7,0,0,"[{'action_type': 'page_engagement', 'value': '2'}, {'action_type': 'post_engagement', 'value': '2'}, {'action_type': 'video_view', 'value': '2'}]","[{'action_type': 'page_engagement', 'value': '0.039692'}, {'action_type': 'post_engagement', 'value': '0.039692'}, {'action_type': 'video_view', 'value': '0.039692'}]",0.079384,1.666667,2024-08-06,2024-08-06,45-54,male,382451670462161,0,,,,0,0,2,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo 6 pestañas,76.465737,102,89,87,7,11,12,11.764706,"[{'action_type': 'omni_add_to_cart', 'value': '2'}, {'action_type': 'omni_initiated_checkout', 'value': '2'}, {'action_type': 'onsite_web_app_view_content', 'value': '5'}, {'action_type': 'landing_page_view', 'value': '4'}, {'action_type': 'onsite_web_app_add_to_cart', 'value': '2'}, {'action_type': 'page_engagement', 'value': '41'}, {'action_type': 'onsite_web_add_to_cart', 'value': '2'}, {'action_type': 'post_engagement', 'value': '41'}, {'action_type': 'view_content', 'value': '5'}, {'action_type': 'onsite_web_view_content', 'value': '5'}, {'action_type': 'add_to_cart', 'value': '2'}, {'action_type': 'video_view', 'value': '36'}, {'action_type': 'omni_view_content', 'value': '5'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '5'}, {'action_type': 'post_reaction', 'value': '1'}, {'action_type': 'offsite_conversion.fb_pixel_add_to_cart', 'value': '2'}, {'action_type': 'offsite_conversion.fb_pixel_initiate_checkout', 'value': '2'}, {'action_type': 'initiate_checkout', 'value': '2'}, {'action_type': 'link_click', 'value': '4'}]","[{'action_type': 'initiate_checkout', 'value': '3.899753'}, {'action_type': 'omni_view_content', 'value': '1.559901'}, {'action_type': 'link_click', 'value': '1.949876'}, {'action_type': 'onsite_web_add_to_cart', 'value': '3.899753'}, {'action_type': 'page_engagement', 'value': '0.190232'}, {'action_type': 'post_engagement', 'value': '0.190232'}, {'action_type': 'view_content', 'value': '1.559901'}, {'action_type': 'onsite_web_app_add_to_cart', 'value': '3.899753'}, {'action_type': 'landing_page_view', 'value': '1.949876'}, {'action_type': 'omni_initiated_checkout', 'value': '3.899753'}, {'action_type': 'omni_add_to_cart', 'value': '3.899753'}, {'action_type': 'video_view', 'value': '0.216653'}, {'action_type': 'onsite_web_app_view_content', 'value': '1.559901'}, {'action_type': 'onsite_web_view_content', 'value': '1.559901'}, {'action_type': 'add_to_cart', 'value': '3.899753'}]",7.799505,1.146067,2024-08-06,2024-08-06,55-64,female,382451670462161,3.921569,0.649959,"[{'action_type': 'onsite_web_app_add_to_cart', 'value': '898'}, {'action_type': 'onsite_web_add_to_cart', 'value': '898'}, {'action_type': 'omni_add_to_cart', 'value': '898'}, {'action_type': 'initiate_checkout', 'value': '898'}, {'action_type': 'offsite_conversion.fb_pixel_initiate_checkout', 'value': '898'}, {'action_type': 'offsite_conversion.fb_pixel_add_to_cart', 'value': '898'}, {'action_type': 'view_content', 'value': '2245'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '2245'}, {'action_type': 'omni_initiated_checkout', 'value': '898'}, {'action_type': 'omni_view_content', 'value': '2245'}, {'action_type': 'onsite_web_app_view_content', 'value': '2245'}, {'action_type': 'onsite_web_view_content', 'value': '2245'}, {'action_type': 'add_to_cart', 'value': '898'}]",,4,5,36,2,2,0,1.949876,1.559901,3.899753,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo 6 pestañas,29.769104,1,1,1,0,1,0,0,,,0.029769,1,2024-08-06,2024-08-06,55-64,male,382451670462161,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo 6 pestañas,19.846069,1,1,0,0,0,0,0,,,0.019846,1,2024-08-06,2024-08-06,55-64,unknown,382451670462161,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo 6 pestañas,98.102729,44,38,36,6,23,4,9.090909,"[{'action_type': 'onsite_web_app_view_content', 'value': '2'}, {'action_type': 'landing_page_view', 'value': '2'}, {'action_type': 'page_engagement', 'value': '21'}, {'action_type': 'post_engagement', 'value': '21'}, {'action_type': 'view_content', 'value': '2'}, {'action_type': 'onsite_web_view_content', 'value': '2'}, {'action_type': 'video_view', 'value': '18'}, {'action_type': 'omni_view_content', 'value': '2'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '2'}, {'action_type': 'link_click', 'value': '3'}]","[{'action_type': 'omni_view_content', 'value': '2.15826'}, {'action_type': 'link_click', 'value': '1.43884'}, {'action_type': 'page_engagement', 'value': '0.205549'}, {'action_type': 'post_engagement', 'value': '0.205549'}, {'action_type': 'view_content', 'value': '2.15826'}, {'action_type': 'landing_page_view', 'value': '2.15826'}, {'action_type': 'video_view', 'value': '0.239807'}, {'action_type': 'onsite_web_app_view_content', 'value': '2.15826'}, {'action_type': 'onsite_web_view_content', 'value': '2.15826'}]",4.31652,1.157895,2024-08-06,2024-08-06,65+,female,382451670462161,6.818182,1.07913,"[{'action_type': 'view_content', 'value': '898'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '898'}, {'action_type': 'omni_view_content', 'value': '898'}, {'action_type': 'onsite_web_app_view_content', 'value': '898'}, {'action_type': 'onsite_web_view_content', 'value': '898'}]",,3,2,18,0,0,0,1.43884,2.15826,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo 6 pestañas,0,1,1,1,0,1,0,0,,,0,1,2024-08-06,2024-08-06,65+,male,382451670462161,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo Retargeting 1 - pestañas,50.282897,75,66,63,5,4,5,6.666667,"[{'action_type': 'web_in_store_purchase', 'value': '1'}, {'action_type': 'omni_add_to_cart', 'value': '1'}, {'action_type': 'omni_initiated_checkout', 'value': '1'}, {'action_type': 'onsite_web_app_view_content', 'value': '3'}, {'action_type': 'landing_page_view', 'value': '2'}, {'action_type': 'onsite_web_app_add_to_cart', 'value': '1'}, {'action_type': 'onsite_web_app_purchase', 'value': '1'}, {'action_type': 'page_engagement', 'value': '19'}, {'action_type': 'purchase', 'value': '1'}, {'action_type': 'onsite_web_add_to_cart', 'value': '1'}, {'action_type': 'post_engagement', 'value': '19'}, {'action_type': 'onsite_web_purchase', 'value': '1'}, {'action_type': 'view_content', 'value': '3'}, {'action_type': 'onsite_web_view_content', 'value': '3'}, {'action_type': 'add_to_cart', 'value': '1'}, {'action_type': 'video_view', 'value': '15'}, {'action_type': 'omni_view_content', 'value': '3'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '3'}, {'action_type': 'offsite_conversion.fb_pixel_add_to_cart', 'value': '1'}, {'action_type': 'offsite_conversion.fb_pixel_initiate_checkout', 'value': '1'}, {'action_type': 'offsite_conversion.fb_pixel_purchase', 'value': '1'}, {'action_type': 'initiate_checkout', 'value': '1'}, {'action_type': 'link_click', 'value': '4'}, {'action_type': 'omni_purchase', 'value': '1'}]","[{'action_type': 'web_in_store_purchase', 'value': '3.771217'}, {'action_type': 'omni_purchase', 'value': '3.771217'}, {'action_type': 'initiate_checkout', 'value': '3.771217'}, {'action_type': 'omni_view_content', 'value': '1.257072'}, {'action_type': 'link_click', 'value': '0.942804'}, {'action_type': 'onsite_web_add_to_cart', 'value': '3.771217'}, {'action_type': 'page_engagement', 'value': '0.198485'}, {'action_type': 'purchase', 'value': '3.771217'}, {'action_type': 'post_engagement', 'value': '0.198485'}, {'action_type': 'onsite_web_purchase', 'value': '3.771217'}, {'action_type': 'view_content', 'value': '1.257072'}, {'action_type': 'onsite_web_app_purchase', 'value': '3.771217'}, {'action_type': 'onsite_web_app_add_to_cart', 'value': '3.771217'}, {'action_type': 'landing_page_view', 'value': '1.885609'}, {'action_type': 'omni_initiated_checkout', 'value': '3.771217'}, {'action_type': 'omni_add_to_cart', 'value': '3.771217'}, {'action_type': 'video_view', 'value': '0.251414'}, {'action_type': 'onsite_web_app_view_content', 'value': '1.257072'}, {'action_type': 'onsite_web_view_content', 'value': '1.257072'}, {'action_type': 'add_to_cart', 'value': '3.771217'}]",3.771217,1.136364,2024-08-06,2024-08-06,18-24,female,382451670462161,5.333333,0.754243,"[{'action_type': 'onsite_web_app_purchase', 'value': '449'}, {'action_type': 'onsite_web_app_add_to_cart', 'value': '449'}, {'action_type': 'onsite_web_add_to_cart', 'value': '449'}, {'action_type': 'web_in_store_purchase', 'value': '449'}, {'action_type': 'omni_purchase', 'value': '449'}, {'action_type': 'omni_add_to_cart', 'value': '449'}, {'action_type': 'initiate_checkout', 'value': '449'}, {'action_type': 'offsite_conversion.fb_pixel_purchase', 'value': '449'}, {'action_type': 'offsite_conversion.fb_pixel_initiate_checkout', 'value': '449'}, {'action_type': 'offsite_conversion.fb_pixel_add_to_cart', 'value': '449'}, {'action_type': 'view_content', 'value': '1347'}, {'action_type': 'purchase', 'value': '449'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '1347'}, {'action_type': 'onsite_web_purchase', 'value': '449'}, {'action_type': 'omni_initiated_checkout', 'value': '449'}, {'action_type': 'omni_view_content', 'value': '1347'}, {'action_type': 'onsite_web_app_view_content', 'value': '1347'}, {'action_type': 'onsite_web_view_content', 'value': '1347'}, {'action_type': 'add_to_cart', 'value': '449'}]","[{'action_type': 'omni_purchase', 'value': '119.0597'}]",4,3,15,1,1,1,0.942804,1.257072,3.771217,3.771217,449,119.0597
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo Retargeting 1 - pestañas,23.581445,11,9,9,1,6,0,0,"[{'action_type': 'page_engagement', 'value': '5'}, {'action_type': 'post_engagement', 'value': '5'}, {'action_type': 'video_view', 'value': '5'}]","[{'action_type': 'page_engagement', 'value': '0.051879'}, {'action_type': 'post_engagement', 'value': '0.051879'}, {'action_type': 'video_view', 'value': '0.051879'}]",0.259396,1.222222,2024-08-06,2024-08-06,18-24,male,382451670462161,0,,,,0,0,5,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo Retargeting 1 - pestañas,19.953531,1,1,1,0,1,0,0,,,0.019954,1,2024-08-06,2024-08-06,18-24,unknown,382451670462161,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo Retargeting 1 - pestañas,36.099136,262,242,221,12,3,1,0.381679,"[{'action_type': 'page_engagement', 'value': '52'}, {'action_type': 'post_engagement', 'value': '52'}, {'action_type': 'video_view', 'value': '52'}]","[{'action_type': 'page_engagement', 'value': '0.181884'}, {'action_type': 'post_engagement', 'value': '0.181884'}, {'action_type': 'video_view', 'value': '0.181884'}]",9.457974,1.082645,2024-08-06,2024-08-06,25-34,female,382451670462161,0,9.457974,,,0,0,52,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo Retargeting 1 - pestañas,67.343166,4,4,4,0,2,0,0,"[{'action_type': 'page_engagement', 'value': '1'}, {'action_type': 'post_engagement', 'value': '1'}, {'action_type': 'video_view', 'value': '1'}]","[{'action_type': 'page_engagement', 'value': '0.269373'}, {'action_type': 'post_engagement', 'value': '0.269373'}, {'action_type': 'video_view', 'value': '0.269373'}]",0.269373,1,2024-08-06,2024-08-06,25-34,male,382451670462161,0,,,,0,0,1,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo Retargeting 1 - pestañas,0,1,1,1,0,1,0,0,,,0,1,2024-08-06,2024-08-06,25-34,unknown,382451670462161,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo Retargeting 1 - pestañas,48.453289,809,713,731,51,5,18,2.224969,"[{'action_type': 'onsite_web_app_view_content', 'value': '9'}, {'action_type': 'landing_page_view', 'value': '7'}, {'action_type': 'page_engagement', 'value': '224'}, {'action_type': 'post_engagement', 'value': '224'}, {'action_type': 'view_content', 'value': '9'}, {'action_type': 'onsite_web_view_content', 'value': '9'}, {'action_type': 'video_view', 'value': '217'}, {'action_type': 'omni_view_content', 'value': '9'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '9'}, {'action_type': 'post_reaction', 'value': '1'}, {'action_type': 'link_click', 'value': '6'}]","[{'action_type': 'omni_view_content', 'value': '4.355412'}, {'action_type': 'link_click', 'value': '6.533119'}, {'action_type': 'page_engagement', 'value': '0.174994'}, {'action_type': 'post_engagement', 'value': '0.174994'}, {'action_type': 'view_content', 'value': '4.355412'}, {'action_type': 'landing_page_view', 'value': '5.599816'}, {'action_type': 'video_view', 'value': '0.180639'}, {'action_type': 'onsite_web_app_view_content', 'value': '4.355412'}, {'action_type': 'onsite_web_view_content', 'value': '4.355412'}]",39.198711,1.134642,2024-08-06,2024-08-06,35-44,female,382451670462161,0.741656,2.177706,"[{'action_type': 'view_content', 'value': '4041'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '4041'}, {'action_type': 'omni_view_content', 'value': '4041'}, {'action_type': 'onsite_web_app_view_content', 'value': '4041'}, {'action_type': 'onsite_web_view_content', 'value': '4041'}]",,6,9,217,0,0,0,6.533119,4.355412,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo Retargeting 1 - pestañas,37.738199,23,18,16,3,7,4,17.391304,"[{'action_type': 'onsite_web_app_view_content', 'value': '1'}, {'action_type': 'landing_page_view', 'value': '1'}, {'action_type': 'page_engagement', 'value': '5'}, {'action_type': 'post_engagement', 'value': '5'}, {'action_type': 'view_content', 'value': '1'}, {'action_type': 'onsite_web_view_content', 'value': '1'}, {'action_type': 'video_view', 'value': '4'}, {'action_type': 'omni_view_content', 'value': '1'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '1'}, {'action_type': 'link_click', 'value': '1'}]","[{'action_type': 'omni_view_content', 'value': '0.867979'}, {'action_type': 'link_click', 'value': '0.867979'}, {'action_type': 'page_engagement', 'value': '0.173596'}, {'action_type': 'post_engagement', 'value': '0.173596'}, {'action_type': 'view_content', 'value': '0.867979'}, {'action_type': 'landing_page_view', 'value': '0.867979'}, {'action_type': 'video_view', 'value': '0.216995'}, {'action_type': 'onsite_web_app_view_content', 'value': '0.867979'}, {'action_type': 'onsite_web_view_content', 'value': '0.867979'}]",0.867979,1.277778,2024-08-06,2024-08-06,35-44,male,382451670462161,4.347826,0.216995,"[{'action_type': 'view_content', 'value': '449'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '449'}, {'action_type': 'omni_view_content', 'value': '449'}, {'action_type': 'onsite_web_app_view_content', 'value': '449'}, {'action_type': 'onsite_web_view_content', 'value': '449'}]",,1,1,4,0,0,0,0.867979,0.867979,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo Retargeting 1 - pestañas,11.402018,7,6,7,1,7,0,0,"[{'action_type': 'page_engagement', 'value': '3'}, {'action_type': 'post_engagement', 'value': '3'}, {'action_type': 'video_view', 'value': '3'}]","[{'action_type': 'page_engagement', 'value': '0.026605'}, {'action_type': 'post_engagement', 'value': '0.026605'}, {'action_type': 'video_view', 'value': '0.026605'}]",0.079814,1.166667,2024-08-06,2024-08-06,35-44,unknown,382451670462161,0,,,,0,0,3,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo Retargeting 1 - pestañas,68.276889,1170,1057,1050,81,5,42,3.589744,"[{'action_type': 'omni_add_to_cart', 'value': '2'}, {'action_type': 'omni_initiated_checkout', 'value': '2'}, {'action_type': 'onsite_web_app_view_content', 'value': '17'}, {'action_type': 'landing_page_view', 'value': '17'}, {'action_type': 'onsite_web_app_add_to_cart', 'value': '2'}, {'action_type': 'page_engagement', 'value': '440'}, {'action_type': 'onsite_web_add_to_cart', 'value': '2'}, {'action_type': 'post_engagement', 'value': '440'}, {'action_type': 'view_content', 'value': '17'}, {'action_type': 'onsite_web_view_content', 'value': '17'}, {'action_type': 'add_to_cart', 'value': '2'}, {'action_type': 'video_view', 'value': '419'}, {'action_type': 'omni_view_content', 'value': '17'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '17'}, {'action_type': 'post_reaction', 'value': '1'}, {'action_type': 'offsite_conversion.fb_pixel_add_to_cart', 'value': '2'}, {'action_type': 'offsite_conversion.fb_pixel_initiate_checkout', 'value': '2'}, {'action_type': 'initiate_checkout', 'value': '2'}, {'action_type': 'link_click', 'value': '20'}]","[{'action_type': 'initiate_checkout', 'value': '39.94198'}, {'action_type': 'omni_view_content', 'value': '4.699056'}, {'action_type': 'link_click', 'value': '3.994198'}, {'action_type': 'onsite_web_add_to_cart', 'value': '39.94198'}, {'action_type': 'page_engagement', 'value': '0.181554'}, {'action_type': 'post_engagement', 'value': '0.181554'}, {'action_type': 'view_content', 'value': '4.699056'}, {'action_type': 'onsite_web_app_add_to_cart', 'value': '39.94198'}, {'action_type': 'landing_page_view', 'value': '4.699056'}, {'action_type': 'omni_initiated_checkout', 'value': '39.94198'}, {'action_type': 'omni_add_to_cart', 'value': '39.94198'}, {'action_type': 'video_view', 'value': '0.190654'}, {'action_type': 'onsite_web_app_view_content', 'value': '4.699056'}, {'action_type': 'onsite_web_view_content', 'value': '4.699056'}, {'action_type': 'add_to_cart', 'value': '39.94198'}]",79.88396,1.106906,2024-08-06,2024-08-06,45-54,female,382451670462161,1.709402,1.901999,"[{'action_type': 'onsite_web_app_add_to_cart', 'value': '898'}, {'action_type': 'onsite_web_add_to_cart', 'value': '898'}, {'action_type': 'omni_add_to_cart', 'value': '898'}, {'action_type': 'initiate_checkout', 'value': '898'}, {'action_type': 'offsite_conversion.fb_pixel_initiate_checkout', 'value': '898'}, {'action_type': 'offsite_conversion.fb_pixel_add_to_cart', 'value': '898'}, {'action_type': 'view_content', 'value': '7633'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '7633'}, {'action_type': 'omni_initiated_checkout', 'value': '898'}, {'action_type': 'omni_view_content', 'value': '7633'}, {'action_type': 'onsite_web_app_view_content', 'value': '7633'}, {'action_type': 'onsite_web_view_content', 'value': '7633'}, {'action_type': 'add_to_cart', 'value': '898'}]",,20,17,419,2,2,0,3.994198,4.699056,39.94198,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo Retargeting 1 - pestañas,47.389636,12,10,10,0,4,0,0,"[{'action_type': 'page_engagement', 'value': '3'}, {'action_type': 'post_engagement', 'value': '3'}, {'action_type': 'video_view', 'value': '3'}]","[{'action_type': 'page_engagement', 'value': '0.189559'}, {'action_type': 'post_engagement', 'value': '0.189559'}, {'action_type': 'video_view', 'value': '0.189559'}]",0.568676,1.2,2024-08-06,2024-08-06,45-54,male,382451670462161,0,,,,0,0,3,0,0,0,0,0,0,0,0,0
