campaign_name,adset_name,ad_name,cpm,impressions,reach,video_play_actions,video_p95_watched_actions,video_avg_time_watched_actions,clicks,ctr,actions,cost_per_action_type,spend,frequency,date_start,date_stop,age,gender,account_id,outbound_clicks_ctr,cpc,action_values,purchase_roas,link_clicks,view_content,video_views_3_Sec,Add_to_cart,initiate_checkout,purchase,link_click_cost,view_content_cost,add_to_cart_cost,purchase_cost,conversion_value,ROAS
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo Retargeting 1 - pestañas,36.581473,6,6,6,0,2,0,0,"[{'action_type': 'page_engagement', 'value': '2'}, {'action_type': 'post_engagement', 'value': '2'}, {'action_type': 'video_view', 'value': '2'}]","[{'action_type': 'page_engagement', 'value': '0.109744'}, {'action_type': 'post_engagement', 'value': '0.109744'}, {'action_type': 'video_view', 'value': '0.109744'}]",0.219489,1,2024-08-06,2024-08-06,45-54,unknown,382451670462161,0,,,,0,0,2,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo Retargeting 1 - pestañas,73.879435,738,639,668,78,6,41,5.555556,"[{'action_type': 'web_in_store_purchase', 'value': '1'}, {'action_type': 'omni_add_to_cart', 'value': '2'}, {'action_type': 'omni_initiated_checkout', 'value': '1'}, {'action_type': 'onsite_web_app_view_content', 'value': '19'}, {'action_type': 'landing_page_view', 'value': '16'}, {'action_type': 'onsite_web_app_add_to_cart', 'value': '2'}, {'action_type': 'onsite_web_app_purchase', 'value': '1'}, {'action_type': 'page_engagement', 'value': '322'}, {'action_type': 'purchase', 'value': '1'}, {'action_type': 'onsite_web_add_to_cart', 'value': '2'}, {'action_type': 'post_engagement', 'value': '322'}, {'action_type': 'onsite_web_purchase', 'value': '1'}, {'action_type': 'view_content', 'value': '19'}, {'action_type': 'onsite_web_view_content', 'value': '19'}, {'action_type': 'add_to_cart', 'value': '2'}, {'action_type': 'video_view', 'value': '295'}, {'action_type': 'omni_view_content', 'value': '19'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '19'}, {'action_type': 'post_reaction', 'value': '4'}, {'action_type': 'offsite_conversion.fb_pixel_add_to_cart', 'value': '2'}, {'action_type': 'offsite_conversion.fb_pixel_initiate_checkout', 'value': '1'}, {'action_type': 'offsite_conversion.fb_pixel_purchase', 'value': '1'}, {'action_type': 'initiate_checkout', 'value': '1'}, {'action_type': 'link_click', 'value': '23'}, {'action_type': 'omni_purchase', 'value': '1'}]","[{'action_type': 'web_in_store_purchase', 'value': '54.523023'}, {'action_type': 'omni_purchase', 'value': '54.523023'}, {'action_type': 'initiate_checkout', 'value': '54.523023'}, {'action_type': 'omni_view_content', 'value': '2.869633'}, {'action_type': 'link_click', 'value': '2.370566'}, {'action_type': 'onsite_web_add_to_cart', 'value': '27.261511'}, {'action_type': 'page_engagement', 'value': '0.169326'}, {'action_type': 'purchase', 'value': '54.523023'}, {'action_type': 'post_engagement', 'value': '0.169326'}, {'action_type': 'onsite_web_purchase', 'value': '54.523023'}, {'action_type': 'view_content', 'value': '2.869633'}, {'action_type': 'onsite_web_app_purchase', 'value': '54.523023'}, {'action_type': 'onsite_web_app_add_to_cart', 'value': '27.261511'}, {'action_type': 'landing_page_view', 'value': '3.407689'}, {'action_type': 'omni_initiated_checkout', 'value': '54.523023'}, {'action_type': 'omni_add_to_cart', 'value': '27.261511'}, {'action_type': 'video_view', 'value': '0.184824'}, {'action_type': 'onsite_web_app_view_content', 'value': '2.869633'}, {'action_type': 'onsite_web_view_content', 'value': '2.869633'}, {'action_type': 'add_to_cart', 'value': '27.261511'}]",54.523023,1.15493,2024-08-06,2024-08-06,55-64,female,382451670462161,3.116531,1.32983,"[{'action_type': 'onsite_web_app_purchase', 'value': '449'}, {'action_type': 'onsite_web_app_add_to_cart', 'value': '898'}, {'action_type': 'onsite_web_add_to_cart', 'value': '898'}, {'action_type': 'web_in_store_purchase', 'value': '449'}, {'action_type': 'omni_purchase', 'value': '449'}, {'action_type': 'omni_add_to_cart', 'value': '898'}, {'action_type': 'initiate_checkout', 'value': '449'}, {'action_type': 'offsite_conversion.fb_pixel_purchase', 'value': '449'}, {'action_type': 'offsite_conversion.fb_pixel_initiate_checkout', 'value': '449'}, {'action_type': 'offsite_conversion.fb_pixel_add_to_cart', 'value': '898'}, {'action_type': 'view_content', 'value': '8531'}, {'action_type': 'purchase', 'value': '449'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '8531'}, {'action_type': 'onsite_web_purchase', 'value': '449'}, {'action_type': 'omni_initiated_checkout', 'value': '449'}, {'action_type': 'omni_view_content', 'value': '8531'}, {'action_type': 'onsite_web_app_view_content', 'value': '8531'}, {'action_type': 'onsite_web_view_content', 'value': '8531'}, {'action_type': 'add_to_cart', 'value': '898'}]","[{'action_type': 'omni_purchase', 'value': '8.235053'}]",23,19,295,2,1,1,2.370566,2.869633,27.261511,54.523023,449,8.235053
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo Retargeting 1 - pestañas,44.182818,7,7,6,0,3,0,0,"[{'action_type': 'page_engagement', 'value': '3'}, {'action_type': 'post_engagement', 'value': '3'}, {'action_type': 'video_view', 'value': '3'}]","[{'action_type': 'page_engagement', 'value': '0.103093'}, {'action_type': 'post_engagement', 'value': '0.103093'}, {'action_type': 'video_view', 'value': '0.103093'}]",0.30928,1,2024-08-06,2024-08-06,55-64,male,382451670462161,0,,,,0,0,3,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo Retargeting 1 - pestañas,89.790888,1,1,1,0,8,0,0,"[{'action_type': 'page_engagement', 'value': '1'}, {'action_type': 'post_engagement', 'value': '1'}, {'action_type': 'video_view', 'value': '1'}]","[{'action_type': 'page_engagement', 'value': '0.089791'}, {'action_type': 'post_engagement', 'value': '0.089791'}, {'action_type': 'video_view', 'value': '0.089791'}]",0.089791,1,2024-08-06,2024-08-06,55-64,unknown,382451670462161,0,,,,0,0,1,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo Retargeting 1 - pestañas,94.729553,301,266,264,26,7,19,6.312292,"[{'action_type': 'onsite_web_app_view_content', 'value': '7'}, {'action_type': 'landing_page_view', 'value': '7'}, {'action_type': 'page_engagement', 'value': '134'}, {'action_type': 'post_engagement', 'value': '134'}, {'action_type': 'view_content', 'value': '7'}, {'action_type': 'onsite_web_view_content', 'value': '7'}, {'action_type': 'video_view', 'value': '123'}, {'action_type': 'omni_view_content', 'value': '7'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '7'}, {'action_type': 'post_reaction', 'value': '2'}, {'action_type': 'link_click', 'value': '9'}]","[{'action_type': 'omni_view_content', 'value': '4.073371'}, {'action_type': 'link_click', 'value': '3.168177'}, {'action_type': 'page_engagement', 'value': '0.212788'}, {'action_type': 'post_engagement', 'value': '0.212788'}, {'action_type': 'view_content', 'value': '4.073371'}, {'action_type': 'landing_page_view', 'value': '4.073371'}, {'action_type': 'video_view', 'value': '0.231818'}, {'action_type': 'onsite_web_app_view_content', 'value': '4.073371'}, {'action_type': 'onsite_web_view_content', 'value': '4.073371'}]",28.513595,1.131579,2024-08-06,2024-08-06,65+,female,382451670462161,2.990033,1.500716,"[{'action_type': 'view_content', 'value': '3143'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '3143'}, {'action_type': 'omni_view_content', 'value': '3143'}, {'action_type': 'onsite_web_app_view_content', 'value': '3143'}, {'action_type': 'onsite_web_view_content', 'value': '3143'}]",,9,7,123,0,0,0,3.168177,4.073371,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo Retargeting 1 - pestañas,242.767957,3,3,3,0,6,1,33.333333,"[{'action_type': 'page_engagement', 'value': '1'}, {'action_type': 'post_engagement', 'value': '1'}, {'action_type': 'video_view', 'value': '1'}]","[{'action_type': 'page_engagement', 'value': '0.728304'}, {'action_type': 'post_engagement', 'value': '0.728304'}, {'action_type': 'video_view', 'value': '0.728304'}]",0.728304,1,2024-08-06,2024-08-06,65+,male,382451670462161,0,0.728304,,,0,0,1,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Vídeo Retargeting 1 - pestañas,76.488535,3,3,2,0,3,0,0,"[{'action_type': 'page_engagement', 'value': '1'}, {'action_type': 'post_engagement', 'value': '1'}, {'action_type': 'video_view', 'value': '1'}]","[{'action_type': 'page_engagement', 'value': '0.229466'}, {'action_type': 'post_engagement', 'value': '0.229466'}, {'action_type': 'video_view', 'value': '0.229466'}]",0.229466,1,2024-08-06,2024-08-06,65+,unknown,382451670462161,0,,,,0,0,1,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Imagen Retargeting 3,40.512545,19,19,0,0,0,0,0,,,0.769738,1,2024-08-06,2024-08-06,18-24,female,382451670462161,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Imagen Retargeting 3,79.972817,1,1,0,0,0,0,0,,,0.079973,1,2024-08-06,2024-08-06,18-24,male,382451670462161,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Imagen Retargeting 3,339.884472,1,1,0,0,0,0,0,,,0.339884,1,2024-08-06,2024-08-06,18-24,unknown,382451670462161,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Imagen Retargeting 3,41.368053,123,113,0,0,0,7,5.691057,"[{'action_type': 'onsite_web_app_view_content', 'value': '2'}, {'action_type': 'landing_page_view', 'value': '2'}, {'action_type': 'page_engagement', 'value': '3'}, {'action_type': 'post_engagement', 'value': '3'}, {'action_type': 'view_content', 'value': '2'}, {'action_type': 'onsite_web_view_content', 'value': '2'}, {'action_type': 'omni_view_content', 'value': '2'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '2'}, {'action_type': 'post_reaction', 'value': '1'}, {'action_type': 'link_click', 'value': '2'}]","[{'action_type': 'omni_view_content', 'value': '2.544135'}, {'action_type': 'link_click', 'value': '2.544135'}, {'action_type': 'page_engagement', 'value': '1.69609'}, {'action_type': 'post_engagement', 'value': '1.69609'}, {'action_type': 'view_content', 'value': '2.544135'}, {'action_type': 'landing_page_view', 'value': '2.544135'}, {'action_type': 'onsite_web_app_view_content', 'value': '2.544135'}, {'action_type': 'onsite_web_view_content', 'value': '2.544135'}]",5.08827,1.088496,2024-08-06,2024-08-06,25-34,female,382451670462161,1.626016,0.726896,"[{'action_type': 'view_content', 'value': '898'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '898'}, {'action_type': 'omni_view_content', 'value': '898'}, {'action_type': 'onsite_web_app_view_content', 'value': '898'}, {'action_type': 'onsite_web_view_content', 'value': '898'}]",,2,2,0,0,0,0,2.544135,2.544135,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Imagen Retargeting 3,44.984709,4,4,0,0,0,0,0,,,0.179939,1,2024-08-06,2024-08-06,25-34,male,382451670462161,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Imagen Retargeting 3,39.986408,1,1,0,0,0,0,0,,,0.039986,1,2024-08-06,2024-08-06,25-34,unknown,382451670462161,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Imagen Retargeting 3,47.076197,282,264,0,0,0,11,3.900709,"[{'action_type': 'onsite_web_app_view_content', 'value': '1'}, {'action_type': 'landing_page_view', 'value': '1'}, {'action_type': 'page_engagement', 'value': '2'}, {'action_type': 'post_engagement', 'value': '2'}, {'action_type': 'view_content', 'value': '1'}, {'action_type': 'onsite_web_view_content', 'value': '1'}, {'action_type': 'omni_view_content', 'value': '1'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '1'}, {'action_type': 'link_click', 'value': '2'}]","[{'action_type': 'omni_view_content', 'value': '13.275488'}, {'action_type': 'link_click', 'value': '6.637744'}, {'action_type': 'page_engagement', 'value': '6.637744'}, {'action_type': 'post_engagement', 'value': '6.637744'}, {'action_type': 'view_content', 'value': '13.275488'}, {'action_type': 'landing_page_view', 'value': '13.275488'}, {'action_type': 'onsite_web_app_view_content', 'value': '13.275488'}, {'action_type': 'onsite_web_view_content', 'value': '13.275488'}]",13.275488,1.068182,2024-08-06,2024-08-06,35-44,female,382451670462161,0.70922,1.206863,"[{'action_type': 'view_content', 'value': '449'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '449'}, {'action_type': 'omni_view_content', 'value': '449'}, {'action_type': 'onsite_web_app_view_content', 'value': '449'}, {'action_type': 'onsite_web_view_content', 'value': '449'}]",,2,1,0,0,0,0,6.637744,13.275488,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Imagen Retargeting 3,53.731736,8,8,0,0,0,0,0,,,0.429854,1,2024-08-06,2024-08-06,35-44,male,382451670462161,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Imagen Retargeting 3,197.432892,4,4,0,0,0,0,0,,,0.789732,1,2024-08-06,2024-08-06,35-44,unknown,382451670462161,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Imagen Retargeting 3,57.097381,274,247,0,0,0,22,8.029197,"[{'action_type': 'omni_add_to_cart', 'value': '1'}, {'action_type': 'omni_initiated_checkout', 'value': '1'}, {'action_type': 'onsite_web_app_view_content', 'value': '9'}, {'action_type': 'landing_page_view', 'value': '6'}, {'action_type': 'onsite_web_app_add_to_cart', 'value': '1'}, {'action_type': 'page_engagement', 'value': '7'}, {'action_type': 'onsite_web_add_to_cart', 'value': '1'}, {'action_type': 'post_engagement', 'value': '7'}, {'action_type': 'view_content', 'value': '9'}, {'action_type': 'onsite_web_view_content', 'value': '9'}, {'action_type': 'add_to_cart', 'value': '1'}, {'action_type': 'omni_view_content', 'value': '9'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '9'}, {'action_type': 'offsite_conversion.fb_pixel_add_to_cart', 'value': '1'}, {'action_type': 'offsite_conversion.fb_pixel_initiate_checkout', 'value': '1'}, {'action_type': 'initiate_checkout', 'value': '1'}, {'action_type': 'link_click', 'value': '7'}]","[{'action_type': 'initiate_checkout', 'value': '15.644682'}, {'action_type': 'omni_view_content', 'value': '1.738298'}, {'action_type': 'link_click', 'value': '2.234955'}, {'action_type': 'onsite_web_add_to_cart', 'value': '15.644682'}, {'action_type': 'page_engagement', 'value': '2.234955'}, {'action_type': 'post_engagement', 'value': '2.234955'}, {'action_type': 'view_content', 'value': '1.738298'}, {'action_type': 'onsite_web_app_add_to_cart', 'value': '15.644682'}, {'action_type': 'landing_page_view', 'value': '2.607447'}, {'action_type': 'omni_initiated_checkout', 'value': '15.644682'}, {'action_type': 'omni_add_to_cart', 'value': '15.644682'}, {'action_type': 'onsite_web_app_view_content', 'value': '1.738298'}, {'action_type': 'onsite_web_view_content', 'value': '1.738298'}, {'action_type': 'add_to_cart', 'value': '15.644682'}]",15.644682,1.109312,2024-08-06,2024-08-06,45-54,female,382451670462161,2.554745,0.711122,"[{'action_type': 'onsite_web_app_add_to_cart', 'value': '449'}, {'action_type': 'onsite_web_add_to_cart', 'value': '449'}, {'action_type': 'omni_add_to_cart', 'value': '449'}, {'action_type': 'initiate_checkout', 'value': '449'}, {'action_type': 'offsite_conversion.fb_pixel_initiate_checkout', 'value': '449'}, {'action_type': 'offsite_conversion.fb_pixel_add_to_cart', 'value': '449'}, {'action_type': 'view_content', 'value': '4041'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '4041'}, {'action_type': 'omni_initiated_checkout', 'value': '449'}, {'action_type': 'omni_view_content', 'value': '4041'}, {'action_type': 'onsite_web_app_view_content', 'value': '4041'}, {'action_type': 'onsite_web_view_content', 'value': '4041'}, {'action_type': 'add_to_cart', 'value': '449'}]",,7,9,0,1,1,0,2.234955,1.738298,15.644682,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Imagen Retargeting 3,99.966021,4,4,0,0,0,1,25,,,0.399864,1,2024-08-06,2024-08-06,45-54,male,382451670462161,0,0.399864,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Imagen Retargeting 3,84.971118,2,2,0,0,0,0,0,,,0.169942,1,2024-08-06,2024-08-06,45-54,unknown,382451670462161,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Imagen Retargeting 3,67.783412,155,136,0,0,0,11,7.096774,"[{'action_type': 'onsite_web_app_view_content', 'value': '8'}, {'action_type': 'landing_page_view', 'value': '4'}, {'action_type': 'page_engagement', 'value': '5'}, {'action_type': 'post_engagement', 'value': '5'}, {'action_type': 'view_content', 'value': '8'}, {'action_type': 'onsite_web_view_content', 'value': '8'}, {'action_type': 'omni_view_content', 'value': '8'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '8'}, {'action_type': 'link_click', 'value': '5'}]","[{'action_type': 'omni_view_content', 'value': '1.313304'}, {'action_type': 'link_click', 'value': '2.101286'}, {'action_type': 'page_engagement', 'value': '2.101286'}, {'action_type': 'post_engagement', 'value': '2.101286'}, {'action_type': 'view_content', 'value': '1.313304'}, {'action_type': 'landing_page_view', 'value': '2.626607'}, {'action_type': 'onsite_web_app_view_content', 'value': '1.313304'}, {'action_type': 'onsite_web_view_content', 'value': '1.313304'}]",10.506429,1.139706,2024-08-06,2024-08-06,55-64,female,382451670462161,3.225806,0.95513,"[{'action_type': 'view_content', 'value': '3342'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '3342'}, {'action_type': 'omni_view_content', 'value': '3342'}, {'action_type': 'onsite_web_app_view_content', 'value': '3342'}, {'action_type': 'onsite_web_view_content', 'value': '3342'}]",,5,8,0,0,0,0,2.101286,1.313304,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Imagen Retargeting 3,156.613433,3,2,0,0,0,0,0,,,0.46984,1.5,2024-08-06,2024-08-06,55-64,male,382451670462161,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Imagen Retargeting 3,34.988107,2,2,0,0,0,0,0,,,0.069976,1,2024-08-06,2024-08-06,55-64,unknown,382451670462161,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Imagen Retargeting 3,134.221044,75,69,0,0,0,14,18.666667,"[{'action_type': 'onsite_web_app_view_content', 'value': '7'}, {'action_type': 'landing_page_view', 'value': '7'}, {'action_type': 'page_engagement', 'value': '8'}, {'action_type': 'post_engagement', 'value': '8'}, {'action_type': 'view_content', 'value': '7'}, {'action_type': 'onsite_web_view_content', 'value': '7'}, {'action_type': 'omni_view_content', 'value': '7'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '7'}, {'action_type': 'link_click', 'value': '8'}]","[{'action_type': 'omni_view_content', 'value': '1.438083'}, {'action_type': 'link_click', 'value': '1.258322'}, {'action_type': 'page_engagement', 'value': '1.258322'}, {'action_type': 'post_engagement', 'value': '1.258322'}, {'action_type': 'view_content', 'value': '1.438083'}, {'action_type': 'landing_page_view', 'value': '1.438083'}, {'action_type': 'onsite_web_app_view_content', 'value': '1.438083'}, {'action_type': 'onsite_web_view_content', 'value': '1.438083'}]",10.066578,1.086957,2024-08-06,2024-08-06,65+,female,382451670462161,10.666667,0.719041,"[{'action_type': 'view_content', 'value': '3143'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '3143'}, {'action_type': 'omni_view_content', 'value': '3143'}, {'action_type': 'onsite_web_app_view_content', 'value': '3143'}, {'action_type': 'onsite_web_view_content', 'value': '3143'}]",,8,7,0,0,0,0,1.258322,1.438083,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Imagen Retargeting 3,153.281232,3,2,0,0,0,0,0,,,0.459844,1.5,2024-08-06,2024-08-06,65+,male,382451670462161,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-PM-Advantage-04-07-24 Campaña,AS-PM-Advantage-04-07-24 Conjunto de anuncios,Imagen Retargeting 3,59.979613,1,1,0,0,0,1,100,"[{'action_type': 'onsite_web_app_view_content', 'value': '1'}, {'action_type': 'landing_page_view', 'value': '1'}, {'action_type': 'view_content', 'value': '1'}, {'action_type': 'onsite_web_view_content', 'value': '1'}, {'action_type': 'omni_view_content', 'value': '1'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '1'}]","[{'action_type': 'omni_view_content', 'value': '0.05998'}, {'action_type': 'view_content', 'value': '0.05998'}, {'action_type': 'landing_page_view', 'value': '0.05998'}, {'action_type': 'onsite_web_app_view_content', 'value': '0.05998'}, {'action_type': 'onsite_web_view_content', 'value': '0.05998'}]",0.05998,1,2024-08-06,2024-08-06,65+,unknown,382451670462161,0,0.05998,"[{'action_type': 'view_content', 'value': '449'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '449'}, {'action_type': 'omni_view_content', 'value': '449'}, {'action_type': 'onsite_web_app_view_content', 'value': '449'}, {'action_type': 'onsite_web_view_content', 'value': '449'}]",,0,1,0,0,0,0,0,0.05998,0,0,0,0
AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 9 Serum,32.602879,19,19,19,2,6,1,5.263158,"[{'action_type': 'page_engagement', 'value': '7'}, {'action_type': 'post_engagement', 'value': '7'}, {'action_type': 'video_view', 'value': '6'}, {'action_type': 'link_click', 'value': '1'}]","[{'action_type': 'link_click', 'value': '0.619455'}, {'action_type': 'page_engagement', 'value': '0.088494'}, {'action_type': 'post_engagement', 'value': '0.088494'}, {'action_type': 'video_view', 'value': '0.103242'}]",0.619455,1,2024-08-06,2024-08-06,18-24,female,382451670462161,5.263158,0.619455,,,1,0,6,0,0,0,0.619455,0,0,0,0,0
AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 9 Serum,9.991205,4,4,3,0,1,0,0,,,0.039965,1,2024-08-06,2024-08-06,18-24,male,382451670462161,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 9 Serum,21.187023,141,104,124,5,4,4,2.836879,"[{'action_type': 'onsite_web_app_view_content', 'value': '1'}, {'action_type': 'landing_page_view', 'value': '1'}, {'action_type': 'page_engagement', 'value': '27'}, {'action_type': 'post_engagement', 'value': '27'}, {'action_type': 'view_content', 'value': '1'}, {'action_type': 'onsite_web_view_content', 'value': '1'}, {'action_type': 'video_view', 'value': '26'}, {'action_type': 'omni_view_content', 'value': '1'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '1'}, {'action_type': 'link_click', 'value': '1'}]","[{'action_type': 'omni_view_content', 'value': '2.98737'}, {'action_type': 'link_click', 'value': '2.98737'}, {'action_type': 'page_engagement', 'value': '0.110643'}, {'action_type': 'post_engagement', 'value': '0.110643'}, {'action_type': 'view_content', 'value': '2.98737'}, {'action_type': 'landing_page_view', 'value': '2.98737'}, {'action_type': 'video_view', 'value': '0.114899'}, {'action_type': 'onsite_web_app_view_content', 'value': '2.98737'}, {'action_type': 'onsite_web_view_content', 'value': '2.98737'}]",2.98737,1.355769,2024-08-06,2024-08-06,25-34,female,382451670462161,0.70922,0.746843,"[{'action_type': 'view_content', 'value': '449'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '449'}, {'action_type': 'omni_view_content', 'value': '449'}, {'action_type': 'onsite_web_app_view_content', 'value': '449'}, {'action_type': 'onsite_web_view_content', 'value': '449'}]",,1,1,26,0,0,0,2.98737,2.98737,0,0,0,0
AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 9 Serum,25.69167,14,9,11,0,1,0,0,,,0.359683,1.555556,2024-08-06,2024-08-06,25-34,male,382451670462161,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
